,depth,date,location_code,sample_id_x,elapsed_days,field_season,green_algae,cyanobacteria,brown/mixed_algae,cryptophytes,yellow_substances,total_chlorophyll,sample_id_y,location_name,ctd_conductivity_mscm,ctd_temp_c
567,"(11, 12]",2006-12-15,HOR,HOR0607L2,746 days,2006-07,0.502,0.0,1.5233333333333334,0.754,0.054,2.780666666666667,HOR0607L2,Lake Hoare,0.594,0.49750000000000005
568,"(11, 12]",2007-11-17,HOR,HOR0708L1,1083 days,2007-08,0.37555555555555553,0.0,0.8,0.9855555555555555,0.05888888888888889,2.1622222222222223,HOR0708L1,Lake Hoare,0.5883,0.495
569,"(11, 12]",2007-12-28,FRX,FRX070808L3,1124 days,2007-08,0.0,0.356,0.0,0.0,1.592,0.356,FRX0708L3,Lake Fryxell,5.760366666666667,2.1460000000000004
570,"(11, 12]",2008-01-03,HOR,HOR0708L6,1130 days,2007-08,0.23750000000000002,0.0,0.7875,1.07,0.07375000000000001,2.0949999999999998,HOR0708L3,Lake Hoare,0.5888666666666666,0.6733333333333333
571,"(11, 12]",2008-01-20,FRX,FRX070808L4,1147 days,2007-08,0.0,0.3725,0.0,0.0,1.6099999999999999,0.3725,FRX0708L4,Lake Fryxell,5.6548,2.159
572,"(11, 12]",2008-01-24,HOR,HOR0708L4,1151 days,2007-08,0.4145454545454545,0.0,1.0363636363636364,1.1490909090909092,0.022727272727272728,2.599090909090909,HOR0708L4,Lake Hoare,0.5885499999999999,0.692
573,"(11, 12]",2008-03-15,FRX,FRX070808L8,1202 days,2007-08,0.0,0.49666666666666665,0.0,0.0,1.6766666666666665,0.49666666666666665,FRX0708L8,Lake Fryxell,5.7181,2.2123333333333335
574,"(11, 12]",2008-03-18,HOR,HOR0708L8,1205 days,2007-08,0.1985714285714286,0.0071428571428571435,0.4228571428571429,1.3471428571428572,0.09714285714285716,1.977142857142857,HOR0708L8,Lake Hoare,0.57756,0.7636000000000001
575,"(11, 12]",2008-11-13,FRX,FRX0809L1,1445 days,2008-09,0.0,0.3666666666666667,0.0,0.0,1.38,0.3666666666666667,FRX0809L1,Lake Fryxell,5.89405,2.2605
576,"(11, 12]",2008-11-18,HOR,HOR0809L1,1450 days,2008-09,0.74,0.32,0.36,0.538,0.016,1.956,HOR0809L1,Lake Hoare,0.5978,0.591
577,"(11, 12]",2008-12-14,FRX,FRX0809L2,1476 days,2008-09,0.0,0.4066666666666667,0.0,0.0,1.42,0.4066666666666667,FRX0809L2,Lake Fryxell,5.950844444444445,2.283444444444444
578,"(11, 12]",2008-12-17,HOR,HOR0809L2,1479 days,2008-09,0.783,0.0,0.5980000000000001,0.638,0.033999999999999996,2.024,HOR0809L2,Lake Hoare,0.5987444444444444,0.7247777777777777
579,"(11, 12]",2008-12-30,FRX,FRX0809L3,1492 days,2008-09,0.0,0.508,0.0,0.019,1.554,0.527,FRX0809L3,Lake Fryxell,5.773544444444444,2.309555555555556
580,"(11, 12]",2008-12-31,HOR,HOR0809L3,1493 days,2008-09,0.5342857142857144,0.0,0.6314285714285715,0.687142857142857,0.027142857142857142,1.8585714285714285,HOR0809L3,Lake Hoare,0.5993777777777778,0.6805555555555556
581,"(11, 12]",2009-11-13,HOR,HOR0910L1,1810 days,2009-10,0.054285714285714284,0.004285714285714286,0.84,1.3800000000000001,0.0,2.277142857142857,HOR0910L1,Lake Hoare,0.59734,0.5845
582,"(11, 12]",2009-12-30,FRX,FRX0910L3,1857 days,2009-10,0.0,0.57,0.0,0.0,1.51,0.57,FRX0910L3,Lake Fryxell,5.64897,2.4788
583,"(11, 12]",2010-11-15,HOR,HOR1011L1,2177 days,2010-11,0.8144444444444444,0.0,1.4188888888888889,0.7200000000000001,0.12000000000000001,2.9555555555555557,HOR1011L1,Lake Hoare,0.59721,0.49660000000000004
584,"(11, 12]",2010-12-12,HOR,HOR1011L2,2204 days,2010-11,1.4054545454545455,0.0,1.5018181818181817,0.5836363636363636,0.19636363636363638,3.4909090909090907,HOR1011L2,Lake Hoare,0.5979222222222221,0.5268888888888889
585,"(11, 12]",2011-11-13,HOR,HOR1112L1,2540 days,2011-12,0.006666666666666667,0.0,2.1133333333333333,0.9833333333333334,0.11166666666666668,3.1016666666666666,HOR1112L1,Lake Hoare,0.59595,0.4004
586,"(11, 12]",2011-12-12,HOR,HOR1112L2,2569 days,2011-12,0.19642857142857142,0.0,2.537857142857143,1.0042857142857142,0.09642857142857143,3.7364285714285717,HOR1112L2,Lake Hoare,0.59648,0.4227
587,"(11, 12]",2012-11-14,MIE,MIE1213L1,2907 days,2012-13,1.8,0.0,0.65,0.23750000000000002,0.2125,2.6875,MIE1213L1,Lake Miers,0.11364444444444444,4.993555555555556
588,"(11, 12]",2012-12-13,MIE,MIE1213L2,2936 days,2012-13,1.9786666666666666,0.0,0.30400000000000005,0.21133333333333332,0.092,2.494,MIE1213L2,Lake Miers,0.1083625,4.964125
589,"(11, 12]",2013-11-16,FRX,FRX1314L1,3274 days,2013-14,0.0,0.7406666666666666,0.0,0.0,1.662,0.7406666666666666,FRX1314L1,Lake Fryxell,5.300342857142858,2.6382857142857143
590,"(11, 12]",2013-11-29,MIE,MIE1314L1,3287 days,2013-14,3.05,0.02692307692307692,1.0769230769230769,0.4492307692307692,0.32076923076923075,4.603076923076923,MIE1314L1,Lake Miers,0.110175,4.73225
591,"(11, 12]",2013-12-12,JOY,JOY1314L1,3300 days,2013-14,0.0,0.0,0.0,4.2825,0.0,4.2825,JOY1314,Lake Joyce,0.1978,0.305375
592,"(11, 12]",2014-11-14,MIE,MIE2014L1,3637 days,2014-15,2.5254545454545454,0.0,0.17545454545454545,0.05454545454545456,0.20181818181818184,2.7563636363636363,MIE1415L1,Lake Miers,0.10901000000000001,4.7528
593,"(11, 12]",2014-12-12,FRX,FRX2014L2,3665 days,2014-15,0.08,0.43,0.1623076923076923,0.4238461538461538,2.073846153846154,1.0961538461538463,FRX1415L2,Lake Fryxell,5.1662125,2.634
594,"(11, 12]",2014-12-14,HOR,HOR2014L2,3667 days,2014-15,2.008,0.0,1.323,0.068,0.014000000000000002,3.4,HOR1415L2,Lake Hoare,0.5889375,0.622625
595,"(11, 12]",2014-12-17,MIE,MIE2014L2,3670 days,2014-15,1.4800000000000002,0.009090909090909092,0.16999999999999998,0.006363636363636364,0.16454545454545455,1.6645454545454543,MIE1415L2,Lake Miers,0.10777,4.864800000000001
596,"(11, 12]",2015-01-01,FRX,FRX2014L3,3685 days,2014-15,0.0,0.5576923076923077,0.0,0.36538461538461536,2.3623076923076924,0.9223076923076923,FRX1415L3,Lake Fryxell,5.182855555555555,2.6454444444444447
597,"(11, 12]",2015-11-13,MIE,MIE2015L1,4001 days,2015-16,2.1100000000000003,0.009,0.502,0.27,0.153,2.892,MIE1516L1,Lake Miers,0.10933,4.5755
598,"(11, 12]",2015-12-13,HOR,HOR2015L2,4031 days,2015-16,1.830769230769231,0.0,2.02,0.31923076923076926,0.060000000000000005,4.168461538461538,HOR1516L2,Lake Hoare,0.58698,0.5727
599,"(11, 12]",2016-01-01,FRX,FRX2015L3,4050 days,2015-16,0.081,0.548,0.05800000000000001,0.413,1.827,1.1019999999999999,FRX1516L3,Lake Fryxell,5.07621,2.6519
600,"(11, 12]",2016-11-12,MIE,MIE1617L2,4366 days,2016-17,0.0,0.3527272727272727,0.0,0.0,1.3063636363636364,0.3527272727272727,MIE1617L1,Lake Miers,0.10776666666666666,4.462
601,"(11, 12]",2016-12-15,HOR,HOR1617L2,4399 days,2016-17,0.5542857142857143,0.0,3.9257142857142857,0.8685714285714285,0.09999999999999999,5.3500000000000005,HOR1617L2,Lake Hoare,0.5844625,0.5237499999999999
602,"(11, 12]",2017-12-15,MIE,MIE1718L2,4764 days,2017-18,2.8921428571428573,0.004285714285714286,0.49785714285714283,0.6907142857142857,0.33571428571428574,4.085,MIE1718L2,Lake Miers,0.10586666666666666,4.381111111111111
603,"(11, 12]",2018-11-15,HOR,HOR1819L1,5099 days,2018-19,0.3061111111111111,0.0,3.7122222222222216,1.2161111111111111,0.11722222222222221,5.233888888888888,HOR1819L1,Lake Hoare,0.5832242857142856,0.3097285714285714
604,"(11, 12]",2018-12-14,HOR,HOR1819L2,5128 days,2018-19,1.0728571428571427,0.0,6.2299999999999995,1.0957142857142856,0.11142857142857143,8.399285714285714,HOR1819L2,Lake Hoare,0.5850011111111111,0.30712222222222224
605,"(11, 12]",2018-12-29,MIE,MIE1819L2,5143 days,2018-19,1.0953846153846154,0.022307692307692306,0.29230769230769227,0.39,0.1323076923076923,1.7992307692307692,MIE1819L2,Lake Miers,0.10772125,4.51685
606,"(11, 12]",2019-11-16,HOR,HOR1920L1,5465 days,2019-20,1.0733333333333333,0.0,4.095000000000001,1.1494444444444445,0.16611111111111113,6.315555555555556,HOR1920L1,Lake Hoare,0.5924999999999999,0.2833333333333333
607,"(11, 12]",2019-12-13,HOR,HOR1920L2,5492 days,2019-20,0.861,0.0,7.748,1.6079999999999999,0.22400000000000003,10.216,HOR1920L2,Lake Hoare,0.5774,0.32944444444444443
608,"(11, 12]",2021-12-20,FRX,FRX2122L2,6230 days,2021-22,0.22714285714285715,0.5,0.07214285714285715,0.38642857142857145,1.9307142857142856,1.1857142857142857,FRX2122L2,Lake Fryxell,4.9383099999999995,2.3638000000000003
609,"(11, 12]",2021-12-23,HOR,HOR2122L2,6233 days,2021-22,2.6225,0.0,2.59625,0.225,0.07375000000000001,5.4425,HOR2122L2,Lake Hoare,0.57565,0.4995
610,"(11, 12]",2022-11-18,HOR,HOR2223L1,6563 days,2022-23,2.3538461538461535,0.0,0.8038461538461538,0.5415384615384615,0.11384615384615385,3.6992307692307693,HOR2223L1,Lake Hoare,0.57475,0.6122
611,"(11, 12]",2022-12-22,HOR,HOR2223L2,6597 days,2022-23,2.311666666666667,0.0,1.7333333333333334,0.27999999999999997,0.09000000000000001,4.323333333333333,HOR2223L2,Lake Hoare,0.57455,0.62675
612,"(12, 13]",2004-12-02,FRX,FRX0405L2,3 days,2004-05,0.0,0.0,0.0,0.9866666666666667,2.0833333333333335,0.9866666666666667,FRX0405L2,Lake Fryxell,6.4999,2.0119999999999996
613,"(12, 13]",2004-12-07,HOR,HOR0405L2,8 days,2004-05,0.0625,0.0,1.7125,0.3375,0.23,2.1125,HOR0405L2,Lake Hoare,0.6219333333333333,0.421
614,"(12, 13]",2004-12-29,FRX,FRX0405L3,30 days,2004-05,0.0,0.0,0.0,1.03,2.1399999999999997,1.03,FRX0405L3,Lake Fryxell,6.395266666666667,2.0073333333333334
615,"(12, 13]",2004-12-30,HOR,HOR0405L3,31 days,2004-05,0.0,0.0,1.95,0.39999999999999997,0.15333333333333335,2.3533333333333335,HOR0405L3,Lake Hoare,0.6238333333333334,0.4323333333333333
616,"(12, 13]",2006-11-11,FRX,FRX0607L1,712 days,2006-07,0.0,0.42166666666666663,0.0,0.0,1.5333333333333332,0.42166666666666663,FRX0607L1,Lake Fryxell,6.5137,2.0500000000000003
617,"(12, 13]",2006-11-17,HOR,HOR0607L1,718 days,2006-07,0.0655,0.0,1.7835,1.1845,0.0395,3.0335,HOR0607L1,Lake Hoare,0.61965,0.4205
618,"(12, 13]",2006-12-15,HOR,HOR0607L2,746 days,2006-07,0.20333333333333334,0.0,1.7241666666666668,0.9416666666666668,0.07333333333333333,2.8699999999999997,HOR0607L2,Lake Hoare,0.62585,0.3685
619,"(12, 13]",2007-11-17,HOR,HOR0708L1,1083 days,2007-08,0.3190909090909091,0.0,1.11,1.261818181818182,0.023636363636363636,2.691818181818182,HOR0708L1,Lake Hoare,0.6124,0.412
620,"(12, 13]",2007-12-28,FRX,FRX070808L3,1124 days,2007-08,0.0,0.3383333333333334,0.0,0.0,1.7566666666666666,0.3383333333333334,FRX0708L3,Lake Fryxell,6.456533333333333,2.119666666666667
621,"(12, 13]",2008-01-03,HOR,HOR0708L6,1130 days,2007-08,0.09545454545454546,0.0,0.7854545454545455,1.1818181818181819,0.09363636363636364,2.0645454545454545,HOR0708L3,Lake Hoare,0.6129,0.5133333333333333
622,"(12, 13]",2008-01-20,FRX,FRX070808L4,1147 days,2007-08,0.0,0.33799999999999997,0.0,0.0,1.7239999999999998,0.33799999999999997,FRX0708L4,Lake Fryxell,6.2856000000000005,2.129
623,"(12, 13]",2008-01-24,HOR,HOR0708L4,1151 days,2007-08,0.22307692307692306,0.0,1.1146153846153846,1.4223076923076923,0.04923076923076923,2.7600000000000002,HOR0708L4,Lake Hoare,0.608,0.5906666666666667
624,"(12, 13]",2008-03-15,FRX,FRX070808L8,1202 days,2007-08,0.0,0.49,0.0,0.0,1.8375,0.49,FRX0708L8,Lake Fryxell,6.488499999999999,2.147
625,"(12, 13]",2008-03-18,HOR,HOR0708L8,1205 days,2007-08,0.16,0.006,0.372,1.44,0.11000000000000001,1.9780000000000002,HOR0708L8,Lake Hoare,0.5953666666666667,0.6783333333333333
626,"(12, 13]",2008-11-13,FRX,FRX0809L1,1445 days,2008-09,0.0,0.22714285714285715,0.0,0.0,1.4685714285714284,0.22714285714285715,FRX0809L1,Lake Fryxell,6.565049999999999,2.204
627,"(12, 13]",2008-11-18,HOR,HOR0809L1,1450 days,2008-09,0.69,0.024,0.386,1.052,0.030000000000000006,2.154,HOR0809L1,Lake Hoare,0.6104,0.546
628,"(12, 13]",2008-12-14,FRX,FRX0809L2,1476 days,2008-09,0.0,0.28500000000000003,0.0,0.0,1.5375,0.28500000000000003,FRX0809L2,Lake Fryxell,6.607533333333333,2.2233333333333336
629,"(12, 13]",2008-12-17,HOR,HOR0809L2,1479 days,2008-09,0.67125,0.0,0.625,0.81,0.03125,2.1025,HOR0809L2,Lake Hoare,0.6108111111111111,0.6744444444444445
630,"(12, 13]",2008-12-30,FRX,FRX0809L3,1492 days,2008-09,0.0,0.352,0.0,0.0,1.597,0.352,FRX0809L3,Lake Fryxell,6.463322222222222,2.228555555555556
631,"(12, 13]",2008-12-31,HOR,HOR0809L3,1493 days,2008-09,0.6,0.0,0.6314285714285715,0.8785714285714287,0.025714285714285714,2.1128571428571425,HOR0809L3,Lake Hoare,0.6085125,0.63725
632,"(12, 13]",2009-11-13,HOR,HOR0910L1,1810 days,2009-10,0.022000000000000002,0.0,0.9280000000000002,1.384,0.002,2.334,HOR0910L1,Lake Hoare,0.6073500000000001,0.5708
633,"(12, 13]",2009-12-30,FRX,FRX0910L3,1857 days,2009-10,0.0,0.44555555555555554,0.0,0.0,1.5333333333333334,0.44555555555555554,FRX0910L3,Lake Fryxell,6.3754800000000005,2.3758
634,"(12, 13]",2010-11-15,HOR,HOR1011L1,2177 days,2010-11,0.5740000000000001,0.0,1.2600000000000002,0.798,0.194,2.626,HOR1011L1,Lake Hoare,0.609488888888889,0.4705555555555556
635,"(12, 13]",2010-12-12,HOR,HOR1011L2,2204 days,2010-11,1.185,0.0,1.6916666666666667,0.7708333333333334,0.2191666666666667,3.6491666666666664,HOR1011L2,Lake Hoare,0.60606,0.5245
636,"(12, 13]",2011-11-13,HOR,HOR1112L1,2540 days,2011-12,0.07615384615384616,0.0,2.120769230769231,0.9846153846153847,0.13076923076923078,3.1815384615384614,HOR1112L1,Lake Hoare,0.6003125,0.435375
637,"(12, 13]",2011-12-12,HOR,HOR1112L2,2569 days,2011-12,0.0,0.0,2.5106666666666664,1.3039999999999998,0.12000000000000001,3.8146666666666667,HOR1112L2,Lake Hoare,0.60091,0.4622
638,"(12, 13]",2012-11-14,MIE,MIE1213L1,2907 days,2012-13,1.6147058823529412,0.0,0.6676470588235294,0.3241176470588235,0.21823529411764706,2.606470588235294,MIE1213L1,Lake Miers,0.12352222222222221,5.101888888888889
639,"(12, 13]",2012-12-13,MIE,MIE1213L2,2936 days,2012-13,1.7606666666666666,0.0,0.216,0.43066666666666664,0.11933333333333333,2.4073333333333333,MIE1213L2,Lake Miers,0.11789000000000001,5.0495
640,"(12, 13]",2013-11-16,FRX,FRX1314L1,3274 days,2013-14,0.0,0.45866666666666667,0.0,0.0,1.7506666666666668,0.45866666666666667,FRX1314L1,Lake Fryxell,6.024822222222222,2.5857777777777775
641,"(12, 13]",2013-11-29,MIE,MIE1314L1,3287 days,2013-14,3.1530769230769233,0.0,0.9661538461538461,0.5323076923076923,0.2976923076923077,4.651538461538461,MIE1314L1,Lake Miers,0.1192,4.824625
642,"(12, 13]",2013-12-12,JOY,JOY1314L1,3300 days,2013-14,0.0,0.0,0.0,4.723846153846154,0.0,4.723846153846154,JOY1314,Lake Joyce,0.1978,0.30974999999999997
643,"(12, 13]",2014-11-14,MIE,MIE2014L1,3637 days,2014-15,2.066666666666667,0.013333333333333334,0.18583333333333332,0.06166666666666667,0.18583333333333332,2.325833333333333,MIE1415L1,Lake Miers,0.12095,4.93875
644,"(12, 13]",2014-12-12,FRX,FRX2014L2,3665 days,2014-15,0.0,0.28384615384615386,0.0,0.0,1.7692307692307692,0.28384615384615386,FRX1415L2,Lake Fryxell,5.932422222222223,2.582888888888889
645,"(12, 13]",2014-12-14,HOR,HOR2014L2,3667 days,2014-15,1.918,0.0,1.301,0.10400000000000001,0.05,3.3240000000000003,HOR1415L2,Lake Hoare,0.606875,0.583625
646,"(12, 13]",2014-12-17,MIE,MIE2014L2,3670 days,2014-15,1.3821428571428573,0.017142857142857144,0.075,0.04357142857142857,0.1764285714285714,1.5171428571428573,MIE1415L2,Lake Miers,0.11848,5.0281
647,"(12, 13]",2015-01-01,FRX,FRX2014L3,3685 days,2014-15,0.0,0.32142857142857145,0.0,0.0,1.8907142857142856,0.32142857142857145,FRX1415L3,Lake Fryxell,5.92028,2.5796
648,"(12, 13]",2015-11-13,MIE,MIE2015L1,4001 days,2015-16,1.82,0.004545454545454546,0.770909090909091,0.21545454545454545,0.13818181818181818,2.8136363636363635,MIE1516L1,Lake Miers,0.12178,4.7196
649,"(12, 13]",2015-12-13,HOR,HOR2015L2,4031 days,2015-16,1.555,0.0,2.0864285714285713,0.4542857142857143,0.10857142857142857,4.093571428571429,HOR1516L2,Lake Hoare,0.6065888888888888,0.5427777777777778
650,"(12, 13]",2016-01-01,FRX,FRX2015L3,4050 days,2015-16,0.0,0.4116666666666667,0.0,0.0,1.5666666666666667,0.4116666666666667,FRX1516L3,Lake Fryxell,5.872075000000001,2.59225
651,"(12, 13]",2016-11-12,MIE,MIE1617L2,4366 days,2016-17,0.0,0.20833333333333334,0.0,0.0,1.3566666666666667,0.20833333333333334,MIE1617L1,Lake Miers,0.1189,4.583
652,"(12, 13]",2016-12-15,HOR,HOR1617L2,4399 days,2016-17,0.159,0.0,3.2969999999999997,0.9029999999999999,0.157,4.363,HOR1617L2,Lake Hoare,0.60095,0.4963
653,"(12, 13]",2017-12-15,MIE,MIE1718L2,4764 days,2017-18,2.9400000000000004,0.015714285714285715,0.5664285714285714,0.7185714285714286,0.425,4.240714285714286,MIE1718L2,Lake Miers,0.11803,4.6265
654,"(12, 13]",2018-11-15,HOR,HOR1819L1,5099 days,2018-19,0.02846153846153846,0.0,1.7746153846153847,0.8176923076923076,0.1776923076923077,2.6184615384615384,HOR1819L1,Lake Hoare,0.60018,0.2835166666666667
655,"(12, 13]",2018-12-14,HOR,HOR1819L2,5128 days,2018-19,0.3755555555555556,0.0,5.277777777777778,1.1877777777777778,0.1527777777777778,6.841111111111111,HOR1819L2,Lake Hoare,0.6015433333333333,0.2977111111111111
656,"(12, 13]",2018-12-29,MIE,MIE1819L2,5143 days,2018-19,1.286875,0.023125,0.19,0.505625,0.175625,2.004375,MIE1819L2,Lake Miers,0.11702571428571429,4.6090285714285715
657,"(12, 13]",2019-11-16,HOR,HOR1920L1,5465 days,2019-20,1.068,0.0,5.272666666666667,1.2953333333333332,0.2,7.636666666666667,HOR1920L1,Lake Hoare,0.5992999999999999,0.2575
658,"(12, 13]",2019-12-13,HOR,HOR1920L2,5492 days,2019-20,0.8477777777777777,0.0,7.197777777777778,1.5677777777777777,0.1988888888888889,9.613333333333333,HOR1920L2,Lake Hoare,0.60007,0.2823
659,"(12, 13]",2021-12-20,FRX,FRX2122L2,6230 days,2021-22,0.0,0.525,0.0,0.0,1.7559999999999998,0.525,FRX2122L2,Lake Fryxell,5.71811,2.3533999999999997
660,"(12, 13]",2021-12-23,HOR,HOR2122L2,6233 days,2021-22,2.243,0.0,2.459,0.375,0.12,5.073,HOR2122L2,Lake Hoare,0.59895,0.4975
661,"(12, 13]",2022-11-18,HOR,HOR2223L1,6563 days,2022-23,2.4072727272727272,0.0,1.0563636363636364,0.5245454545454545,0.13363636363636364,3.99,HOR2223L1,Lake Hoare,0.6023444444444445,0.507
662,"(12, 13]",2022-12-22,HOR,HOR2223L2,6597 days,2022-23,2.031111111111111,0.0,1.6677777777777778,0.30888888888888894,0.14222222222222222,4.012222222222222,HOR2223L2,Lake Hoare,0.6038125,0.56025
663,"(13, 14]",2004-12-02,FRX,FRX0405L2,3 days,2004-05,0.0,0.07,0.0,0.57,2.46,0.64,FRX0405L2,Lake Fryxell,7.12685,2.0665
664,"(13, 14]",2004-12-07,HOR,HOR0405L2,8 days,2004-05,0.013333333333333334,0.0,1.7733333333333334,0.3833333333333333,0.25333333333333335,2.17,HOR0405L2,Lake Hoare,0.66755,0.29500000000000004
665,"(13, 14]",2004-12-29,FRX,FRX0405L3,30 days,2004-05,0.0,0.0,0.0,0.8566666666666666,2.35,0.8566666666666666,FRX0405L3,Lake Fryxell,7.06495,2.0625
666,"(13, 14]",2004-12-30,HOR,HOR0405L3,31 days,2004-05,0.0,0.0,1.95,0.5133333333333333,0.19999999999999998,2.4600000000000004,HOR0405L3,Lake Hoare,0.6749,0.292
667,"(13, 14]",2006-11-11,FRX,FRX0607L1,712 days,2006-07,0.0,0.36333333333333334,0.0,0.0,1.6916666666666667,0.36333333333333334,FRX0607L1,Lake Fryxell,7.1123,2.0625
668,"(13, 14]",2006-11-17,HOR,HOR0607L1,718 days,2006-07,0.03214285714285715,0.0,1.926785714285714,1.2885714285714285,0.0475,3.2474999999999996,HOR0607L1,Lake Hoare,0.6702666666666667,0.27
669,"(13, 14]",2006-12-15,HOR,HOR0607L2,746 days,2006-07,0.07230769230769231,0.0,1.8038461538461539,1.0976923076923077,0.08846153846153845,2.9707692307692306,HOR0607L2,Lake Hoare,0.6729499999999999,0.2605
670,"(13, 14]",2007-11-17,HOR,HOR0708L1,1083 days,2007-08,0.20099999999999998,0.0,1.2570000000000001,1.439,0.029000000000000005,2.897,HOR0708L1,Lake Hoare,0.6721333333333334,0.2763333333333334
671,"(13, 14]",2007-12-28,FRX,FRX070808L3,1124 days,2007-08,0.0,0.31857142857142856,0.0,0.0,1.9242857142857144,0.31857142857142856,FRX0708L3,Lake Fryxell,7.0601666666666665,2.1136666666666666
672,"(13, 14]",2008-01-03,HOR,HOR0708L6,1130 days,2007-08,0.016666666666666666,0.0,0.82,1.3255555555555556,0.12555555555555556,2.158888888888889,HOR0708L3,Lake Hoare,0.65645,0.34099999999999997
673,"(13, 14]",2008-01-20,FRX,FRX070808L4,1147 days,2007-08,0.0,0.325,0.0,0.0,1.8925,0.325,FRX0708L4,Lake Fryxell,7.049849999999999,2.116
674,"(13, 14]",2008-01-24,HOR,HOR0708L4,1151 days,2007-08,0.13727272727272727,0.0,1.1536363636363636,1.6572727272727272,0.06363636363636364,2.943636363636364,HOR0708L4,Lake Hoare,0.6517999999999999,0.439
675,"(13, 14]",2008-03-15,FRX,FRX070808L8,1202 days,2007-08,0.0,0.52,0.0,0.0,2.0666666666666664,0.52,FRX0708L8,Lake Fryxell,7.12665,2.1245000000000003
676,"(13, 14]",2008-03-18,HOR,HOR0708L8,1205 days,2007-08,0.0925,0.0225,0.4275,1.425,0.11,1.965,HOR0708L8,Lake Hoare,0.641675,0.44525
677,"(13, 14]",2008-11-13,FRX,FRX0809L1,1445 days,2008-09,0.0,0.20714285714285713,0.0,0.0,1.6185714285714285,0.20714285714285713,FRX0809L1,Lake Fryxell,7.175166666666667,2.1639999999999997
678,"(13, 14]",2008-11-18,HOR,HOR0809L1,1450 days,2008-09,0.445,0.0,0.7975,0.9625,0.025,2.205,HOR0809L1,Lake Hoare,0.6637,0.35450000000000004
679,"(13, 14]",2008-12-14,FRX,FRX0809L2,1476 days,2008-09,0.0,0.285,0.0,0.0,1.6766666666666667,0.285,FRX0809L2,Lake Fryxell,7.177850000000001,2.1806
680,"(13, 14]",2008-12-17,HOR,HOR0809L2,1479 days,2008-09,0.7490909090909091,0.0,0.7027272727272726,0.9181818181818181,0.04363636363636364,2.369090909090909,HOR0809L2,Lake Hoare,0.66303,0.386
681,"(13, 14]",2008-12-30,FRX,FRX0809L3,1492 days,2008-09,0.0,0.2927272727272727,0.0,0.0,1.7518181818181817,0.2927272727272727,FRX0809L3,Lake Fryxell,7.0251,2.1902500000000003
682,"(13, 14]",2008-12-31,HOR,HOR0809L3,1493 days,2008-09,0.5583333333333333,0.0,0.6983333333333333,1.0433333333333332,0.02666666666666667,2.3000000000000003,HOR0809L3,Lake Hoare,0.6445875,0.476625
683,"(13, 14]",2009-11-13,HOR,HOR0910L1,1810 days,2009-10,0.013333333333333334,0.0,0.975,1.455,0.005,2.4466666666666668,HOR0910L1,Lake Hoare,0.6389,0.4471
684,"(13, 14]",2009-12-30,FRX,FRX0910L3,1857 days,2009-10,0.0,0.3757142857142857,0.0,0.0,1.6285714285714286,0.3757142857142857,FRX0910L3,Lake Fryxell,7.019299999999999,2.295
685,"(13, 14]",2010-11-15,HOR,HOR1011L1,2177 days,2010-11,0.294,0.0,1.27,0.742,0.238,2.306,HOR1011L1,Lake Hoare,0.63742,0.3821
686,"(13, 14]",2010-12-12,HOR,HOR1011L2,2204 days,2010-11,0.9223076923076923,0.0,1.7615384615384615,0.92,0.2623076923076923,3.600769230769231,HOR1011L2,Lake Hoare,0.63365,0.44370000000000004
687,"(13, 14]",2011-11-13,HOR,HOR1112L1,2540 days,2011-12,0.004166666666666667,0.0,1.6491666666666667,0.8916666666666666,0.13999999999999999,2.5475,HOR1112L1,Lake Hoare,0.6225555555555555,0.38
688,"(13, 14]",2011-12-12,HOR,HOR1112L2,2569 days,2011-12,0.0,0.0,2.44,1.3299999999999998,0.1276923076923077,3.77,HOR1112L2,Lake Hoare,0.62494,0.3953
689,"(13, 14]",2012-11-14,MIE,MIE1213L1,2907 days,2012-13,1.6511764705882352,0.0,0.5535294117647059,0.20294117647058824,0.18764705882352942,2.407058823529412,MIE1213L1,Lake Miers,0.1369,5.1903
690,"(13, 14]",2012-12-13,MIE,MIE1213L2,2936 days,2012-13,1.6838888888888888,0.007222222222222223,0.4222222222222222,0.3194444444444444,0.07666666666666667,2.432777777777778,MIE1213L2,Lake Miers,0.13043,5.1737
691,"(13, 14]",2013-11-16,FRX,FRX1314L1,3274 days,2013-14,0.0,0.3335714285714286,0.0,0.0,1.935,0.3335714285714286,FRX1314L1,Lake Fryxell,6.6918999999999995,2.5233999999999996
692,"(13, 14]",2013-11-29,MIE,MIE1314L1,3287 days,2013-14,3.0207692307692304,0.0,1.0615384615384615,0.54,0.3423076923076923,4.622307692307692,MIE1314L1,Lake Miers,0.13388,4.9506
693,"(13, 14]",2013-12-12,JOY,JOY1314L1,3300 days,2013-14,0.0,0.0,0.0,5.15625,0.0,5.15625,JOY1314,Lake Joyce,0.21845555555555554,0.30577777777777776
694,"(13, 14]",2014-11-14,MIE,MIE2014L1,3637 days,2014-15,1.6253846153846152,0.012307692307692308,0.10615384615384617,0.06846153846153846,0.14307692307692307,1.8123076923076922,MIE1415L1,Lake Miers,0.1345,5.092333333333333
695,"(13, 14]",2014-12-12,FRX,FRX2014L2,3665 days,2014-15,0.0,0.1992857142857143,0.0,0.0,1.8714285714285714,0.1992857142857143,FRX1415L2,Lake Fryxell,6.622685714285715,2.5288571428571425
